    0+   0+0.000000+    0+   0+0.000000 
   10+   1+0.000000+  206+   2+0.000000 
   10+   1+0.000000+  207+   2+0.000000 
   10+   1+0.000000+  208+   2+0.000000 
   10+   1+0.000000+  209+   2+0.000000 
   10+   1+0.000000+  210+   2+0.000000 
   10+   1+0.000000+  211+   2+0.000000 
   10+   1+0.000000+  212+   2+0.000000 
   10+   1+0.000000+  213+   2+0.000000 
   10+   1+0.000000+  214+   2+0.000000 
   10+   1+0.000000+  215+   2+0.000000 
   10+   1+0.000000+  216+   2+0.000000 
   10+   1+0.000000+  217+   2+0.000000 
   10+   1+0.000000+  218+   2+0.000000 
   10+   1+0.000000+  219+   2+0.000000 
   10+   1+0.000000+  220+   2+0.000000 
   10+   1+0.000000+  221+   3+0.000000 
   10+   1+0.000000+  222+   3+0.000000 
   10+   1+0.000000+  223+   3+0.000000 
   10+   1+0.000000+  224+   3+0.000000 
   10+   1+0.000000+  225+   3+0.000000 
   10+   1+0.000000+  226+   3+0.000000 
   10+   1+0.000000+  227+   3+0.000000 
   10+   1+0.000000+  228+   3+0.000000 
   10+   1+0.000000+  229+   3+0.000000 
   10+   1+0.000000+  230+   3+0.000000 
   10+   1+0.000000+  231+   3+0.000000 
   10+   1+0.000000+  232+   3+0.000000 
   10+   1+0.000000+  233+   3+0.000000 
   10+   1+0.000000+  234+   3+0.000000 
   10+   1+0.000000+  235+   4+0.000000 
   10+   1+0.000000+  236+   4+0.000000 
   10+   1+0.000000+  237+   4+0.000000 
   10+   1+0.000000+  238+   4+0.000000 
   10+   1+0.000000+  239+   4+0.000000 
   10+   1+0.000000+  240+   4+0.000000 
   10+   1+0.000000+  241+   4+0.000000 
   10+   1+0.000000+  242+   4+0.000000 
   10+   1+0.000000+  243+   4+0.000000 
   10+   1+0.000000+  244+   4+0.000000 
   10+   1+0.000000+  245+   4+0.000000 
   10+   1+0.000000+  246+   4+0.000000 
   10+   1+0.000000+  247+   4+0.000000 
   10+   1+0.000000+  248+   4+0.000000 
   10+   1+0.000000+  249+   4+0.000000 
   10+   1+0.000000+  250+   4+0.000000 
   10+   1+0.000000+  251+   4+0.000000 
   10+   1+0.000000+  252+   4+0.000000 
   10+   1+0.000000+  253+   4+0.000000 
   10+   1+0.000000+  254+   4+0.000000 
   10+   1+0.000000+  255+   4+0.000000 
   10+   1+0.000000+  256+   4+0.000000 
   10+   1+0.000000+  257+   4+0.000000 
   10+   1+0.000000+  258+   4+0.000000 
   10+   1+0.000000+  259+   4+0.000000 
   10+   1+0.000000+  260+   4+0.000000 
   10+   1+0.000000+  261+   4+0.000000 
   10+   1+0.000000+  262+   4+0.000000 
   10+   1+0.000000+  263+   4+0.000000 
   10+   1+0.000000+  264+   4+0.000000 
   10+   1+0.000000+  265+   4+0.000000 
   10+   1+0.000000+  266+   4+0.000000 
   10+   1+0.000000+  267+   4+0.000000 
   10+   1+0.000000+  268+   4+0.000000 
   10+   1+0.000000+  269+   4+0.000000 
   10+   1+0.000000+  270+   4+0.000000 
   10+   1+0.000000+  271+   4+0.000000 
   10+   1+0.000000+  272+   4+0.000000 
   10+   1+0.000000+  273+   4+0.000000 
   10+   1+0.000000+  274+   4+0.000000 
   10+   1+0.000000+  275+   4+0.000000 
   10+   1+0.000000+  276+   4+0.000000 
   10+   1+0.000000+  277+   4+0.000000 
   10+   1+0.000000+  278+   4+0.000000 
   10+   1+0.000000+  279+   4+0.000000 
   10+   1+0.000000+  280+   4+0.000000 
   10+   1+0.000000+  281+   4+0.000000 
   10+   1+0.000000+  282+   4+0.000000 
   10+   1+0.000000+  283+   4+0.000000 
   10+   1+0.000000+  284+   4+0.000000 
   10+   1+0.000000+  285+   4+0.000000 
   10+   1+0.000000+  286+   4+0.000000 
   10+   1+0.000000+  287+   4+0.000000 
   10+   1+0.000000+  288+   4+0.000000 
   10+   1+0.000000+  289+   4+0.000000 
   10+   1+0.000000+  290+   4+0.000000 
   10+   1+0.000000+  291+   4+0.000000 
   10+   1+0.000000+  292+   4+0.000000 
   10+   1+0.000000+  293+   4+0.000000 
   10+   1+0.000000+  294+   4+0.000000 
   10+   1+0.000000+  295+   4+0.000000 
   10+   1+0.000000+  296+   4+0.000000 
   10+   1+0.000000+  297+   4+0.000000 
   10+   1+0.000000+  298+   4+0.000000 
   10+   1+0.000000+  299+   4+0.000000 
   10+   1+0.000000+  300+   4+0.000000 
   10+   1+0.000000+  301+   4+0.000000 
   10+   1+0.000000+  302+   4+0.000000 
   10+   1+0.000000+  303+   4+0.000000 
   10+   1+0.000000+  304+   4+0.000000 
   10+   1+0.000000+  305+   4+0.000000 
   10+   1+0.000000+  306+   4+0.000000 
   10+   1+0.000000+  307+   4+0.000000 
   10+   1+0.000000+  308+   4+0.000000 
   10+   1+0.000000+  309+   4+0.000000 
   10+   1+0.000000+  310+   4+0.000000 
   10+   1+0.000000+  311+   4+0.000000 
   10+   1+0.000000+  312+   4+0.000000 
   10+   1+0.000000+  313+   4+0.000000 
   10+   1+0.000000+  314+   4+0.000000 
   10+   1+0.000000+  315+   4+0.000000 
   10+   1+0.000000+  316+   4+0.000000 
   10+   1+0.000000+  316+   4+0.000000 
   10+   1+0.000000+  316+   4+0.000000 
