    0+   0+0.000000+    0+   0+0.000000 
  206+   6+0.000000+  206+   6+0.000000 
  206+   6+0.000000+  207+   6+0.000000 
  206+   6+0.000000+  208+   6+0.000000 
  206+   6+0.000000+  209+   6+0.000000 
  206+   6+0.000000+  210+   6+0.000000 
  206+   6+0.000000+  211+   6+0.000000 
  206+   6+0.000000+  212+   6+0.000000 
  206+   6+0.000000+  213+   6+0.000000 
  206+   6+0.000000+  214+   6+0.000000 
  206+   6+0.000000+  215+   6+0.000000 
  206+   6+0.000000+  216+   6+0.000000 
  206+   6+0.000000+  217+   6+0.000000 
  206+   6+0.000000+  218+   6+0.000000 
  206+   6+0.000000+  219+   6+0.000000 
  206+   6+0.000000+  220+   6+0.000000 
  206+   6+0.000000+  221+   6+0.000000 
  206+   6+0.000000+  222+   6+0.000000 
  206+   6+0.000000+  223+   6+0.000000 
  206+   6+0.000000+  224+   6+0.000000 
  206+   6+0.000000+  225+   6+0.000000 
  206+   6+0.000000+  226+   6+0.000000 
  206+   6+0.000000+  227+   6+0.000000 
  206+   6+0.000000+  228+   6+0.000000 
  206+   6+0.000000+  229+   6+0.000000 
  206+   6+0.000000+  230+   6+0.000000 
  206+   6+0.000000+  231+   6+0.000000 
  206+   6+0.000000+  232+   6+0.000000 
  206+   6+0.000000+  233+   6+0.000000 
  206+   6+0.000000+  234+   6+0.000000 
  206+   6+0.000000+  235+   6+0.000000 
  206+   6+0.000000+  236+   6+0.000000 
  206+   6+0.000000+  237+   6+0.000000 
  206+   6+0.000000+  238+   6+0.000000 
  206+   6+0.000000+  239+   6+0.000000 
  206+   6+0.000000+  240+   6+0.000000 
  206+   6+0.000000+  241+   6+0.000000 
  206+   6+0.000000+  242+   6+0.000000 
  206+   6+0.000000+  243+   6+0.000000 
  206+   6+0.000000+  244+   6+0.000000 
  206+   6+0.000000+  245+   6+0.000000 
  206+   6+0.000000+  246+   6+0.000000 
  206+   6+0.000000+  247+   6+0.000000 
  206+   6+0.000000+  248+   6+0.000000 
  206+   6+0.000000+  249+   6+0.000000 
  206+   6+0.000000+  250+   6+0.000000 
  206+   6+0.000000+  251+   6+0.000000 
  206+   6+0.000000+  252+   6+0.000000 
  206+   6+0.000000+  253+   6+0.000000 
  206+   6+0.000000+  254+   6+0.000000 
  206+   6+0.000000+  255+   6+0.000000 
  206+   6+0.000000+  256+   6+0.000000 
  206+   6+0.000000+  257+   6+0.000000 
  206+   6+0.000000+  258+   6+0.000000 
  206+   6+0.000000+  259+   6+0.000000 
  206+   6+0.000000+  260+   6+0.000000 
  206+   6+0.000000+  261+   7+0.000000 
  206+   6+0.000000+  262+   7+0.000000 
  206+   6+0.000000+  263+   7+0.000000 
  206+   6+0.000000+  264+   7+0.000000 
  206+   6+0.000000+  265+   7+0.000000 
  206+   6+0.000000+  266+   7+0.000000 
  206+   6+0.000000+  267+   7+0.000000 
  206+   6+0.000000+  268+   7+0.000000 
  206+   6+0.000000+  269+   7+0.000000 
  206+   6+0.000000+  270+   7+0.000000 
  206+   6+0.000000+  271+   7+0.000000 
  206+   6+0.000000+  272+   7+0.000000 
  206+   6+0.000000+  273+   7+0.000000 
  206+   6+0.000000+  274+   7+0.000000 
  206+   6+0.000000+  275+   7+0.000000 
  206+   6+0.000000+  276+   7+0.000000 
  206+   6+0.000000+  277+   7+0.000000 
  206+   6+0.000000+  278+   7+0.000000 
  206+   6+0.000000+  279+   7+0.000000 
  206+   6+0.000000+  280+   7+0.000000 
  206+   6+0.000000+  281+   7+0.000000 
  206+   6+0.000000+  282+   7+0.000000 
  206+   6+0.000000+  283+   7+0.000000 
  206+   6+0.000000+  283+   7+0.000000 
  206+   6+0.000000+  283+   7+0.000000 
